room_type,host_acceptance_rate,price,availability_365,review_scores_rating,review_scores_cleanliness,review_scores_communication,number_of_reviews
1,0.89,300.00,0.00,4.75,4.75,4.75,4
1,0.89,128.00,55.00,4.96,4.95,4.97,123
1,0.98,170.00,180.00,4.97,4.95,5,239
1,0.00,200.00,259.00,5,4.83,5,29
1,0.99,161.00,162.00,4.83,4.81,4.92,301
1,0.56,32.00,17.00,4.88,4.9,4.97,107
1,0.91,140.00,349.00,4.93,4.79,4.92,184
1,1.00,125.00,296.00,5,5,5,1
1,1.00,225.00,354.00,4.96,5,5,24
1,1.00,178.00,87.00,4.92,4.98,4.98,109
1,0.99,256.00,208.00,4.98,4.98,4.99,375
1,0.98,135.00,58.00,4.67,4.78,4.91,162
2,0.98,70.00,149.00,4.48,4.65,4.83,24
1,1.00,160.00,0.00,4.52,4.6,4.8,25
1,0.98,125.00,249.00,4.82,4.96,4.95,135
1,0.88,109.00,307.00,4.83,4.88,4.95,171
1,0.28,448.00,365.00,4.86,5,4.93,43
1,1.00,225.00,209.00,5,4.98,4.97,115
1,0.93,225.00,0.00,5,5,5,10
1,0.75,389.00,342.00,4.57,4.57,4.86,7
1,0.67,120.00,80.00,4.71,4.7,4.92,104
1,1.00,99.00,79.00,4.91,4.94,4.99,69
1,0.92,215.00,182.00,4.96,5,4.97,95
2,0.92,195.00,152.00,4.94,4.98,4.96,54
1,0.92,232.00,249.00,4.98,5,4.98,100
1,1.00,325.00,25.00,4.98,4.98,4.99,128
1,0.97,85.00,142.00,4.63,4.72,4.75,105
1,1.00,225.00,336.00,4.9,4.98,5,60
2,0.94,180.00,66.00,4.96,4.9,4.99,82
2,1.00,130.00,30.00,4.75,4.83,4.86,65
1,0.96,139.00,57.00,4.91,4.74,4.94,246
2,0.36,89.00,249.00,4.8,4.74,4.95,107
1,0.87,201.00,126.00,4.96,4.94,4.99,491
2,1.00,93.00,128.00,4.89,4.94,4.98,63
1,1.00,231.00,0.00,4.97,4.93,4.98,295
1,1.00,150.00,326.00,4.73,4.64,4.91,11
1,0.40,95.00,291.00,4.93,4.87,4.93,15
1,1.00,217.00,309.00,5,5,5,10
1,0.98,180.00,170.00,4.78,4.77,4.89,267
1,0.99,131.00,160.00,4.96,4.93,5,248
1,0.33,150.00,360.00,5,5,5,21
1,0.96,250.00,98.00,4.65,4.92,4.65,26
1,0.87,82.00,286.00,4.34,4.69,4.75,32
1,0.90,69.00,11.00,4.92,4.88,5,25
1,1.00,150.00,187.00,4.88,4.93,4.97,98
1,1.00,94.00,283.00,4.93,4.91,4.95,425
1,1.00,132.00,317.00,4.81,4.8,4.89,573
1,0.75,110.00,356.00,4.65,4.54,4.92,26
1,0.00,298.00,110.00,4.57,4.77,4.91,94
2,0.91,150.00,325.00,4.84,5,4.95,93
1,0.98,325.00,0.00,4.9,5,4.95,21
1,0.98,250.00,327.00,4,3.8,4.1,10
2,0.94,295.00,265.00,5,4.91,4.98,59
1,0.94,96.00,2.00,4.94,4.88,4.98,97
1,0.84,268.00,187.00,4.97,5,4.97,30
1,1.00,459.00,0.00,4.84,4.58,4.97,95
1,1.00,152.00,206.00,4.94,4.96,4.96,53
1,0.99,95.00,138.00,4.87,4.89,4.98,415
1,1.00,201.00,2.00,4.63,4.63,4.5,8
1,0.00,150.00,2.00,4,4,5,2
2,0.98,70.00,50.00,4.46,4.19,4.58,26
1,1.00,103.00,196.00,4.85,4.88,4.95,61
1,0.97,243.00,252.00,4.84,4.81,4.94,376
1,0.98,175.00,321.00,4.78,4.8,4.94,65
1,0.98,175.00,295.00,4.71,4.81,4.79,58
1,0.94,188.00,4.00,4.91,4.8,4.93,170
1,0.99,264.00,148.00,4.9,4.86,4.97,147
1,1.00,115.00,47.00,4.93,4.98,4.97,280
1,1.00,250.00,362.00,4.52,4.57,4.61,58
2,1.00,85.00,65.00,4.74,4.81,4.86,42
1,0.96,199.00,146.00,4.86,4.97,4.99,142
1,0.99,224.00,142.00,4.94,4.94,4.98,143
1,0.97,98.00,158.00,4.95,4.98,4.98,63
1,1.00,110.00,0.00,4.88,4.85,4.92,154
1,1.00,15.00,0.00,4.93,4.98,4.93,42
1,1.00,120.00,148.00,5,4,5,2
1,0.93,100.00,138.00,4.89,4.9,5,70
2,1.00,115.00,323.00,4.87,4.97,4.79,113
1,1.00,340.00,249.00,4.95,4.9,4.98,170
1,0.99,269.00,304.00,4.96,4.96,4.98,199
1,0.87,196.00,207.00,4.72,4.84,4.94,64
1,0.99,137.00,349.00,4.94,4.94,4.98,247
1,0.91,138.00,219.00,4.88,4.89,4.94,211
1,1.00,156.00,357.00,4.89,4.95,4.93,96
1,1.00,115.00,133.00,4.93,4.82,5,57
1,1.00,300.00,7.00,4.94,4.95,4.76,68
1,1.00,200.00,152.00,4.83,4.97,4.93,100
1,1.00,195.00,68.00,4.84,4.88,4.96,228
1,0.98,100.00,227.00,4.91,4.94,4.97,180
1,1.00,160.00,261.00,4.98,4.99,5,137
1,1.00,189.00,259.00,4.99,5,5,139
1,0.77,235.00,303.00,4.82,4.63,4.92,120
1,1.00,195.00,175.00,4.81,4.69,4.85,156
1,0.98,150.00,284.00,4.24,3.88,4.47,17
2,0.88,399.00,0.00,4.5,4.5,4.8,6
1,0.88,250.00,345.00,4.95,5,5,23
1,1.00,155.00,185.00,4.82,4.86,4.92,249
1,1.00,300.00,0.00,4.67,4.5,4.83,7
1,0.65,275.00,325.00,5,5,5,3
1,0.89,209.00,238.00,4.54,4.6,4.51,36
2,0.95,135.00,85.00,4.93,4.98,5,44
1,1.00,89.00,63.00,4.97,4.96,4.98,59
1,0.77,174.00,365.00,4.9,5,5,10
1,0.00,135.00,269.00,5,4.94,5,18
1,0.98,250.00,207.00,4.94,4.95,4.97,94
1,0.99,145.00,255.00,4.79,4.88,4.92,386
1,1.00,116.00,152.00,4.82,4.94,4.96,127
1,0.84,75.00,0.00,4.96,4.96,4.99,0
1,0.84,105.00,50.00,4.96,4.96,4.99,283
1,0.99,332.00,117.00,4.99,4.98,5,304
1,0.98,299.00,4.00,4.89,4.94,4.92,157
1,0.90,125.00,159.00,4.87,4.96,4.94,78
1,0.97,129.00,347.00,4.95,4.89,4.91,186
1,1.00,90.00,35.00,4.93,4.95,4.98,248
2,0.96,50.00,145.00,4.98,5,4.98,49
1,1.00,122.00,1.00,4.98,5,5,135
1,0.94,189.00,358.00,4.71,4.81,4.61,258
2,1.00,650.00,322.00,4.79,4.33,4.93,72
1,1.00,350.00,0.00,4.86,4.89,5,28
2,0.96,110.00,0.00,5,5,4.67,3
1,0.96,141.00,39.00,4.7,4.51,4.93,149
1,1.00,440.00,15.00,4.87,4.7,4.92,65
1,0.97,130.00,79.00,4.74,4.77,4.91,35
1,0.99,295.00,290.00,4.98,4.98,4.96,52
1,0.99,277.00,72.00,4.84,4.96,4.94,284
1,0.98,250.00,196.00,4.33,4.33,4.17,6
1,0.99,150.00,350.00,4.73,4.84,4.93,311
1,1.00,204.00,330.00,4.95,4.9,4.97,111
1,1.00,171.00,61.00,4.95,4.95,4.96,146
1,0.99,295.00,7.00,4.94,4.95,5,80
1,1.00,144.00,29.00,4.97,4.99,4.98,186
1,0.37,375.00,287.00,4.87,4.65,4.92,52
1,1.00,190.00,349.00,4.87,4.94,4.94,434
1,0.90,125.00,161.00,4.79,4.77,4.81,43
1,1.00,100.00,176.00,4.53,4.64,4.92,74
1,0.17,120.00,129.00,5,4.75,4.88,9
1,1.00,89.00,110.00,4.71,4.88,4.92,98
1,1.00,120.00,210.00,4.87,4.8,4.89,108
1,0.95,139.00,190.00,4.79,4.84,4.97,137
1,1.00,270.00,350.00,4.96,5,4.99,332
2,0.99,140.00,149.00,4.91,4.68,4.96,79
1,1.00,263.00,322.00,5,5,5,19
1,1.00,307.00,162.00,4.79,4.62,4.96,84
1,1.00,158.00,127.00,4.92,4.92,4.96,251
1,1.00,195.00,46.00,5,4.99,4.99,191
1,1.00,95.00,100.00,4.79,4.86,4.91,466
1,1.00,189.00,153.00,4.67,4.72,4.68,95
2,0.95,75.00,23.00,4.93,4.99,4.97,181
1,1.00,325.00,0.00,5,4.85,5,26
2,0.94,89.00,345.00,4.72,4.74,4.87,144
1,1.00,173.00,79.00,4.93,4.97,4.96,367
1,1.00,346.00,0.00,4.96,4.91,4.99,76
1,0.26,239.00,178.00,4.69,4.41,4.9,29
1,1.00,182.00,343.00,4.72,4.68,4.9,133
1,0.98,375.00,266.00,4.36,4.55,4.4,11
1,0.91,83.00,67.00,4.89,4.93,4.98,122
1,1.00,218.00,202.00,4.95,4.95,5,21
1,0.99,195.00,331.00,4.74,4.8,4.9,172
1,0.99,195.00,327.00,4.76,4.76,4.9,109
1,1.00,158.00,173.00,4.8,4.87,4.87,702
1,1.00,600.00,319.00,4.97,4.85,4.98,63
1,1.00,94.00,71.00,4.92,4.86,4.98,155
1,1.00,257.00,327.00,4.63,4.36,4.82,110
1,0.60,204.00,64.00,4.94,4.72,5,21
1,0.99,125.00,237.00,4.94,4.98,4.98,171
1,0.92,75.00,106.00,4.47,4.69,4.29,33
1,0.95,149.00,0.00,4.91,4.87,4.96,23
1,1.00,99.00,313.00,4.97,4.99,5,295
1,0.90,147.00,329.00,4.91,4.98,4.96,316
1,1.00,76.00,269.00,4.91,4.95,4.96,263
1,0.97,208.00,329.00,4.89,4.94,4.91,376
1,0.00,110.00,47.00,5,5,5,4
1,0.75,95.00,5.00,4.75,4.75,5,4
1,1.00,241.00,306.00,4.86,4.86,4.89,208
1,1.00,250.00,0.00,4.14,4.71,4.43,10
1,0.94,142.00,167.00,4.67,4.73,4.87,78
2,0.73,41.00,68.00,4.75,4.79,4.96,24
1,0.86,145.00,0.00,4.9,4.97,4.98,110
2,0.93,160.00,236.00,5,5,5,14
1,0.98,350.00,242.00,4.4,4.33,4.87,15
1,1.00,379.00,141.00,4.86,4.93,4.99,111
1,0.95,95.00,325.00,4.45,4.35,4.7,214
1,0.84,225.00,170.00,4.69,4.9,4.86,99
1,1.00,266.00,352.00,4.74,4.75,4.89,459
1,1.00,135.00,338.00,4.88,4.85,4.95,220
1,1.00,142.00,256.00,4.89,4.95,4.92,75
1,0.87,152.00,122.00,4.96,4.9,4.98,308
1,0.75,150.00,175.00,4.89,4.9,4.99,0
1,0.75,105.00,256.00,4.89,4.9,4.99,110
1,0.99,255.00,327.00,4.68,4.65,5,40
1,0.94,90.00,116.00,4.65,4.55,4.93,40
1,1.00,153.00,89.00,5,5,5,22
1,1.00,90.00,133.00,4.95,4.98,4.93,205
1,0.00,150.00,89.00,4.91,4.91,4.96,0
2,0.77,72.00,329.00,4.91,4.91,4.96,47
1,1.00,699.00,358.00,4.69,4.81,4.81,16
1,0.80,80.00,0.00,4.93,4.97,4.99,75
1,0.44,220.00,83.00,5,5,5,2
1,0.89,99.00,66.00,4.87,4.91,4.95,409
1,0.91,300.00,87.00,5,5,5,3
2,0.91,119.00,252.00,4.91,5,4.98,110
1,1.00,95.00,160.00,4.95,4.98,5,41
1,0.96,311.00,355.00,4.87,4.82,4.88,169
1,0.58,149.00,264.00,4.93,4.87,4.98,54
2,0.58,39.00,274.00,4.85,4.81,4.96,27
1,1.00,495.00,0.00,5,4.97,4.99,69
1,1.00,199.00,294.00,4.88,4.92,4.79,59
1,1.00,220.00,146.00,4.85,4.89,4.97,305
1,1.00,90.00,83.00,4.83,4.91,4.61,163
1,0.99,126.00,346.00,4.89,4.91,4.95,309
1,1.00,135.00,189.00,4.99,4.99,5,119
1,0.99,212.00,160.00,4.86,4.84,4.93,463
1,1.00,200.00,0.00,4.85,4.85,4.96,26
1,1.00,257.00,353.00,4.78,4.88,4.93,126
1,1.00,122.00,183.00,4.93,4.96,4.98,203
1,0.92,85.00,274.00,4.96,4.92,4.98,48
1,0.99,139.00,238.00,4.85,4.95,4.95,275
1,0.99,140.00,246.00,4.94,4.9,4.91,562
1,1.00,172.00,353.00,4.88,4.95,4.92,395
1,0.92,85.00,49.00,4.97,5,4.97,123
1,1.00,275.00,205.00,4.59,4.59,4.86,22
1,0.67,250.00,178.00,3,2.5,3,2
2,1.00,350.00,1.00,4.47,4.36,4.69,98
1,0.96,225.00,96.00,4.97,4.97,4.99,113
1,0.88,425.00,178.00,4.93,4.9,4.93,41
2,0.58,45.00,274.00,4.81,4.69,4.97,32
2,1.00,68.00,47.00,4.94,4.91,4.98,104
1,0.96,210.00,135.00,4.83,4.77,4.95,0
1,1.00,122.00,258.00,4.83,4.77,4.95,146
1,1.00,175.00,288.00,4.82,4.95,4.95,227
1,0.90,72.00,250.00,4.96,4.97,4.99,158
1,0.86,175.00,144.00,4.96,4.94,4.95,101
1,0.70,185.00,345.00,4.98,4.97,4.99,100
1,0.70,300.00,355.00,5,5,4.98,43
1,1.00,184.00,131.00,4.93,4.92,4.97,314
1,0.99,250.00,0.00,4.75,4.74,4.83,0
1,0.99,139.00,234.00,4.75,4.74,4.83,56
1,0.99,142.00,305.00,4.96,4.96,4.97,111
1,1.00,122.00,321.00,4.93,4.99,4.92,284
2,0.93,174.00,0.00,5,5,5,1
1,0.93,111.00,281.00,4.93,4.98,4.93,83
1,1.00,115.00,256.00,4.91,4.93,4.99,224
1,1.00,404.00,360.00,4.92,4.98,4.96,127
1,1.00,150.00,0.00,4.61,4.68,4.75,119
1,0.82,129.00,12.00,4.63,4.66,4.84,56
1,0.00,125.00,0.00,4.96,5,4.98,56
1,1.00,80.00,0.00,4.92,5,4.81,26
1,1.00,340.00,291.00,4.86,5,4.92,59
1,1.00,120.00,324.00,4.75,4.63,4.88,8
2,0.97,60.00,142.00,4.63,4.75,4.75,9
2,1.00,1100.00,319.00,5,4.99,4.99,80
1,0.60,150.00,173.00,4.95,4.9,4.8,20
1,0.97,166.00,150.00,4.92,4.89,4.94,145
2,0.95,155.00,354.00,4.89,4.84,4.99,76
1,0.58,195.00,99.00,4.88,4.94,4.97,32
1,1.00,275.00,147.00,4.93,4.89,4.96,45
1,1.00,181.00,211.00,4.88,4.97,4.94,454
1,1.00,206.00,0.00,4.67,4.62,4.92,73
1,1.00,150.00,0.00,4.95,4.98,4.93,57
1,1.00,155.00,216.00,4.97,4.96,5,212
1,0.97,155.00,322.00,4.88,4.88,4.95,250
1,1.00,393.00,354.00,4.82,4.95,4.91,55
1,1.00,161.00,354.00,4.8,4.86,4.91,285
1,1.00,229.00,356.00,4.85,4.91,4.95,138
1,1.00,168.00,349.00,4.84,4.88,4.9,391
1,0.50,175.00,255.00,4.98,4.78,4.96,45
2,1.00,50.00,200.00,4.96,4.98,4.97,364
1,1.00,95.00,3.00,4.86,4.8,4.96,71
1,1.00,91.00,6.00,4.95,4.99,4.97,135
1,1.00,95.00,185.00,5,4.67,5,6
2,1.00,300.00,0.00,4.33,4.15,4.11,46
1,0.89,99.00,326.00,4.94,5,5,31
1,0.89,153.00,5.00,4.4,4.2,4.2,6
1,0.97,151.00,164.00,4.97,4.98,4.98,64
1,0.97,110.00,327.00,4.75,4.75,4.93,73
1,0.98,170.00,347.00,4.54,4.33,4.81,78
2,0.99,90.00,72.00,4.69,4.92,4.9,363
1,0.57,190.00,295.00,4.44,4.58,4.74,63
1,0.93,109.00,331.00,4.92,4.95,4.97,113
1,0.83,970.00,324.00,4.92,4.92,4.94,51
1,1.00,123.00,115.00,4.78,4.91,4.97,32
1,0.97,364.00,43.00,4.81,4.82,4.86,90
1,1.00,123.00,349.00,4.94,4.96,4.96,138
1,0.99,175.00,88.00,4.97,5,5,108
2,0.57,95.00,269.00,4.56,4.63,4.88,137
1,1.00,89.00,310.00,4.77,4.85,4.95,62
1,0.93,149.00,159.00,4.83,4.91,4.94,194
1,1.00,175.00,280.00,4.93,4.92,4.97,295
2,1.00,99.00,363.00,4.49,4.36,4.56,55
1,0.98,273.00,287.00,4.95,4.97,4.97,119
1,0.00,95.00,144.00,4.88,4.93,5,69
1,1.00,220.00,1.00,4.92,4.92,5,37
1,0.89,231.00,251.00,5,5,5,2
1,0.99,299.00,0.00,5,4.97,5,33
2,0.99,69.00,39.00,4.64,4.67,4.86,101
1,0.95,200.00,342.00,4.86,4.91,4.95,57
1,0.53,87.00,50.00,4.77,4.92,5,13
1,1.00,195.00,320.00,4.99,5,4.93,80
1,1.00,225.00,0.00,4.8,4.86,4.97,79
1,1.00,269.00,324.00,4.97,4.93,4.99,102
1,1.00,254.00,23.00,4.99,5,4.95,75
2,0.99,69.00,32.00,4.59,4.71,4.87,119
1,0.98,120.00,0.00,4.8,4.89,4.97,90
1,0.98,120.00,1.00,4.8,4.97,4.87,30
1,0.98,96.00,78.00,4.75,4.79,4.96,183
1,0.67,150.00,0.00,4.91,4.95,5,92
1,1.00,78.00,53.00,4.78,4.9,4.95,169
2,1.00,450.00,0.00,5,5,5,2
1,1.00,304.00,197.00,4.96,4.89,4.98,124
2,0.39,110.00,280.00,4.76,4.76,4.88,17
1,0.96,55.00,91.00,4.89,4.91,4.95,56
1,1.00,350.00,0.00,4.77,4.92,5,14
1,0.98,156.00,354.00,4.76,4.86,4.92,376
1,0.18,357.00,358.00,4.67,4.5,5,7
1,0.18,378.00,0.00,4.72,4.58,4.86,43
1,0.18,583.00,89.00,4.95,4.99,4.94,0
1,0.96,149.00,168.00,4.95,4.99,4.94,185
1,0.97,325.00,316.00,4.83,4.76,4.92,121
1,0.98,116.00,276.00,4.73,4.93,4.93,138
1,1.00,180.00,135.00,4.91,4.84,4.98,158
1,1.00,191.00,82.00,4.92,4.89,4.92,156
1,0.97,157.00,353.00,4.87,4.92,4.93,86
1,0.70,350.00,100.00,5,4.94,4.99,69
1,1.00,85.00,185.00,4.81,4.96,4.99,181
1,0.87,275.00,0.00,4.94,4.91,4.94,33
1,0.96,99.00,94.00,4.71,4.86,4.86,21
1,0.99,346.00,188.00,4.86,4.84,4.96,187
2,0.99,68.00,37.00,4.56,4.66,4.81,119
1,1.00,125.00,232.00,4.95,4.96,4.97,154
1,0.96,175.00,266.00,5,5,5,12
1,0.96,198.00,281.00,4.97,4.96,4.96,179
1,0.96,140.00,208.00,4.99,4.97,4.99,149
1,0.93,180.00,364.00,4.94,4.88,4.79,0
2,0.93,168.00,179.00,4.94,4.88,4.79,33
2,0.93,165.00,150.00,4.68,4.95,4.68,22
2,0.93,165.00,152.00,4.97,5,5,33
1,1.00,102.00,244.00,4.93,4.97,4.99,149
1,0.98,350.00,0.00,4.88,4.92,4.96,24
1,0.92,229.00,5.00,4.86,4.81,4.95,44
1,0.99,188.00,345.00,4.81,4.82,4.83,261
1,0.97,260.00,98.00,4.78,4.87,4.91,113
1,1.00,175.00,356.00,4.83,4.87,4.92,415
1,0.63,160.00,296.00,4.8,4.92,4.94,98
1,0.99,300.00,326.00,4.7,5,4.9,10
1,0.99,187.00,27.00,4.97,4.97,5,38
2,0.39,125.00,275.00,4.76,4.88,4.88,17
1,0.28,448.00,365.00,4.77,4.77,4.41,22
1,0.92,169.00,16.00,4.82,4.93,4.92,68
1,0.92,129.00,22.00,4.96,5,5,54
1,1.00,158.00,162.00,4.84,4.95,4.96,56
1,0.99,186.00,82.00,4.89,4.9,4.9,202
1,1.00,125.00,0.00,4.98,4.98,5,66
1,1.00,149.00,353.00,4.83,4.83,4.92,24
1,1.00,125.00,78.00,5,5,5,7
2,1.00,120.00,326.00,4.72,4.83,4.89,36
2,1.00,120.00,326.00,4.77,4.79,4.97,39
1,1.00,149.00,79.00,4.69,4.97,5,40
1,1.00,85.00,0.00,4.75,4.75,5,8
1,0.99,199.00,0.00,4.37,4.63,4.84,104
1,1.00,360.00,307.00,4.85,4.71,4.95,143
1,1.00,201.00,164.00,4.94,4.99,4.98,103
1,1.00,90.00,105.00,4.96,4.96,4.99,226
1,0.97,421.00,274.00,4.97,4.94,4.97,340
2,1.00,70.00,0.00,5,5,5,1
1,1.00,112.00,201.00,4.83,4.67,4.96,24
1,0.93,199.00,8.00,4.88,4.57,4.97,94
1,1.00,250.00,122.00,4.99,4.96,4.99,92
1,1.00,200.00,177.00,4.68,4.88,4.98,41
1,1.00,115.00,262.00,4.55,4.73,4.91,11
1,0.98,193.00,327.00,4.84,4.81,4.88,200
1,1.00,154.00,202.00,4.97,4.91,4.95,149
1,0.98,150.00,104.00,4.73,4.33,4.33,15
1,0.99,89.00,250.00,4.82,4.69,4.94,101
1,0.17,400.00,281.00,4.97,4.97,4.98,65
1,1.00,320.00,308.00,4.96,4.97,5,77
1,0.99,206.00,162.00,4.94,4.95,4.92,335
1,0.95,134.00,53.00,4.82,4.87,4.88,330
1,1.00,370.00,1.00,4.93,4.79,4.79,69
1,0.99,104.00,333.00,4.87,4.92,4.93,181
1,0.99,161.00,287.00,3.75,4.75,4.25,4
1,0.98,115.00,143.00,4.65,4.87,4.87,137
1,0.89,150.00,0.00,4.83,4.98,4.95,105
1,0.96,249.00,349.00,4.96,4.97,5,108
1,1.00,250.00,30.00,4.97,4.78,4.91,32
1,0.33,80.00,17.00,4.89,4.87,4.98,184
1,0.98,175.00,265.00,4,4,4.67,3
1,0.98,175.00,115.00,4.28,4.56,4.44,18
1,1.00,85.00,0.00,4.69,4.8,4.93,98
1,1.00,92.00,196.00,4.86,4.95,4.97,196
2,0.92,160.00,93.00,4.69,4.72,4.79,29
1,0.94,73.00,21.00,4.86,4.86,4.99,231
1,0.94,88.00,138.00,4.9,4.96,4.93,107
1,0.90,139.00,151.00,4.92,5,4.84,38
1,0.93,189.00,64.00,4.93,4.89,4.99,133
2,0.99,150.00,334.00,4.9,4.67,4.92,107
1,1.00,199.00,319.00,4.78,4.65,4.96,153
1,1.00,120.00,235.00,4.98,4.92,4.97,64
1,0.83,349.00,278.00,4.91,4.81,4.93,56
1,1.00,136.00,341.00,4.86,4.7,4.94,162
1,1.00,110.00,58.00,4.8,4.65,4.91,124
1,0.91,200.00,326.00,4.97,5,5,40
1,0.98,653.00,260.00,4.87,5,4.93,15
1,0.95,134.00,167.00,4.84,4.89,4.96,380
1,1.00,155.00,109.00,4.9,4.8,5,10
1,0.98,509.00,255.00,4.95,4.95,5,40
1,1.00,332.00,350.00,4.97,4.91,4.99,502
1,0.93,133.00,345.00,4.66,4.84,4.92,119
1,1.00,75.00,93.00,5,4.99,4.97,68
2,0.92,82.00,93.00,4.83,4.91,4.96,100
1,1.00,161.00,124.00,4.91,4.9,4.97,156
1,0.99,206.00,0.00,4.97,4.98,4.97,179
1,0.99,100.00,120.00,4.97,4.97,4.97,33
1,0.83,114.00,13.00,4.92,4.97,4.99,215
1,0.98,170.00,256.00,4.98,5,4.99,217
1,0.95,150.00,138.00,4.91,4.99,4.67,100
1,0.99,188.00,347.00,4.86,5,4.29,7
1,0.98,349.00,0.00,4.66,4.65,4.91,246
1,1.00,200.00,147.00,4.88,4.84,4.96,194
2,1.00,100.00,1.00,4.82,4.92,4.95,171
1,0.99,152.00,345.00,4.8,4.89,4.9,316
1,1.00,178.00,314.00,4.92,4.93,4.96,114
2,0.90,115.00,72.00,4.85,4.95,4.95,129
1,0.96,210.00,327.00,4.99,4.99,4.99,337
1,1.00,310.00,286.00,4.78,4.79,4.78,76
2,1.00,109.00,0.00,4.96,5,4.99,95
2,0.99,63.00,165.00,4.76,4.85,4.94,187
1,1.00,125.00,311.00,4.84,4.87,4.91,117
1,1.00,258.00,323.00,4.68,4.71,4.83,41
1,0.25,67.00,1.00,4.94,5,4.97,36
1,1.00,258.00,329.00,4.9,4.9,4.93,29
1,0.99,361.00,2.00,4.8,4.6,4.9,10
1,0.64,425.00,348.00,4.86,4.95,5,43
2,0.92,172.00,93.00,4.63,4.75,4.94,16
1,0.83,130.00,41.00,4.95,4.95,4.95,22
2,1.00,185.00,268.00,4.98,5,4.99,117
1,0.93,480.00,164.00,4.72,4.53,4.77,57
1,1.00,300.00,155.00,4.91,4.75,4.93,137
3,0.91,249.00,307.00,4.57,4.71,5,7
1,1.00,242.00,299.00,4.93,4.88,4.94,72
1,0.98,150.00,0.00,2,2,3,1
1,0.90,75.00,106.00,4.7,4.82,4.95,142
1,1.00,91.00,39.00,4.88,4.96,4.93,323
1,1.00,128.00,239.00,4.84,4.79,4.99,90
1,1.00,154.00,338.00,4.63,4.75,4.88,180
1,1.00,105.00,140.00,4.83,4.83,4.95,58
1,1.00,195.00,0.00,4.74,4.53,4.94,88
1,1.00,169.00,111.00,4.79,4.69,4.9,59
1,1.00,102.00,32.00,4.94,4.98,4.94,107
1,0.94,162.00,356.00,4.86,4.98,4.96,57
1,1.00,161.00,105.00,4.95,4.98,5,74
2,0.92,102.00,97.00,4.69,4.63,4.97,70
1,1.00,110.00,344.00,4.89,4.91,4.98,105
1,1.00,309.00,315.00,4.33,4.78,4.56,9
1,1.00,248.00,89.00,5,5,5,2
1,0.97,275.00,206.00,4.88,4.79,4.93,43
1,1.00,211.00,364.00,5,5,5,4
2,1.00,75.00,1.00,4.75,4.84,4.89,246
1,1.00,110.00,131.00,4.93,4.98,4.94,122
1,1.00,113.00,18.00,4.88,4.92,4.97,76
1,1.00,240.00,137.00,4.92,4.91,4.99,301
1,0.99,73.00,66.00,4.85,4.93,4.92,537
1,1.00,130.00,339.00,4.97,4.94,4.95,98
1,0.79,230.00,0.00,5,5,5,7
1,1.00,174.00,309.00,4.88,4.8,4.85,477
1,1.00,489.00,212.00,5,5,5,2
2,0.92,80.00,96.00,4.89,4.88,4.99,100
1,0.91,68.00,126.00,4.69,4.82,4.95,131
1,1.00,294.00,302.00,5,4.89,5,9
1,0.97,189.00,357.00,4.78,4.85,4.83,97
1,0.79,230.00,0.00,4.6,5,5,5
1,1.00,200.00,70.00,4.95,4.98,4.95,42
1,0.89,163.00,251.00,5,4.8,5,5
1,0.96,766.00,102.00,4.91,4.9,4.97,392
1,1.00,285.00,160.00,4.9,4.7,4.9,13
2,0.99,62.00,0.00,4.42,4.58,4.67,13
2,0.99,64.00,0.00,4.61,4.7,4.7,23
1,1.00,176.00,79.00,4.82,4.82,4.93,363
2,0.99,82.00,0.00,4.74,4.8,4.94,82
1,1.00,185.00,0.00,5,5,5,98
1,0.97,90.00,56.00,4.91,5,4.93,43
1,0.94,299.00,319.00,4.95,4.98,4.95,57
1,0.99,360.00,80.00,4.5,4.25,4,4
1,1.00,350.00,0.00,5,5,5,7
1,1.00,169.00,352.00,4.78,4.92,4.89,38
1,0.98,653.00,253.00,4.76,5,4.94,17
2,0.93,240.00,110.00,4.95,5,5,42
1,1.00,90.00,24.00,4.89,4.98,4.96,96
1,0.99,155.00,349.00,4.55,4.82,4.64,12
1,1.00,70.00,0.00,4.94,4.96,5,81
3,0.91,329.00,73.00,4.8,5,4.8,6
1,1.00,145.00,331.00,4.98,5,5,41
3,0.91,249.00,365.00,4.4,4.73,4.53,30
3,0.91,289.00,94.00,5,5,5,2
3,0.91,289.00,95.00,4.6,4.7,4.4,10
3,0.91,329.00,98.00,4.5,4.5,4.25,4
3,0.91,269.00,99.00,4.58,4.92,4.67,12
1,1.00,197.00,338.00,4.75,4.8,4.91,232
2,1.00,158.00,54.00,4.91,4.86,4.93,44
1,0.92,93.00,102.00,4.98,5,4.95,65
1,1.00,125.00,334.00,4.79,4.85,4.92,111
1,0.94,138.00,123.00,4.91,5,4.86,44
1,1.00,275.00,179.00,4.78,4.94,4.78,18
1,1.00,199.00,140.00,4.8,4.78,4.94,108
1,0.97,135.00,276.00,4.98,4.95,5,82
1,0.98,247.00,87.00,4.82,4.81,4.91,294
1,0.98,879.00,252.00,4.88,4.88,5,24
1,0.97,279.00,0.00,4.94,4.72,5,18
1,0.98,136.00,0.00,4.69,4.8,4.83,213
1,0.99,147.00,92.00,4.88,4.97,4.97,303
1,0.62,79.00,209.00,4.81,4.99,4.97,77
1,1.00,123.00,282.00,4.97,4.98,4.97,119
2,0.92,51.00,0.00,4.93,4.81,5,29
