room_type,host_acceptance_rate,price,availability_365,review_scores_rating,review_scores_cleanliness,review_scores_communication,number_of_reviews
1,1.00,553.00,297.00,4.98,5,5,53
1,0.99,154.00,47.00,4.95,4.93,4.98,215
1,1.00,70.00,145.00,4.66,4.67,4.9,73
1,0.99,170.00,308.00,4.67,4.67,5,3
1,0.88,718.00,266.00,4.88,4.81,4.91,109
1,0.97,185.00,274.00,4.96,5,4.98,46
1,1.00,80.00,0.00,4.87,4.88,4.97,0
1,1.00,152.00,133.00,4.87,4.88,4.97,69
1,1.00,149.00,121.00,5,4.98,4.98,50
1,0.89,168.00,31.00,4.93,5,4.96,56
1,0.99,297.00,320.00,4.85,4.8,4.87,186
1,0.22,90.00,144.00,5,4.75,5,4
1,0.88,260.00,346.00,4.85,4.85,4.83,150
1,0.96,111.00,0.00,5,5,5,25
1,0.96,106.00,351.00,4.94,4.95,4.99,155
1,1.00,220.00,81.00,4.83,4.98,4.96,47
1,1.00,360.00,0.00,5,5,5,5
1,1.00,139.00,184.00,4.92,4.9,4.98,83
1,0.96,125.00,150.00,4.93,4.97,4.99,88
1,0.99,320.00,320.00,4.96,4.92,4.98,124
2,0.99,69.00,37.00,4.25,4.75,4.75,4
1,1.00,85.00,173.00,5,4.5,5,2
2,0.99,69.00,37.00,4.69,4.77,5,13
1,0.98,350.00,0.00,4.69,4.78,4.74,0
1,0.98,156.00,60.00,4.69,4.78,4.74,58
1,0.50,145.00,0.00,4.79,4.76,4.97,33
1,1.00,250.00,224.00,4.78,4.7,4.96,23
1,0.99,108.00,159.00,4.9,4.94,4.98,180
2,0.99,105.00,153.00,4.94,4.96,4.97,388
1,0.99,178.00,115.00,4.75,4.5,4.75,4
1,1.00,215.00,2.00,4.96,4.9,4.99,0
1,0.98,139.00,166.00,4.96,4.9,4.99,162
1,0.84,268.00,226.00,4.97,4.97,4.97,35
1,0.92,130.00,0.00,4.9,4.9,4.97,147
1,0.93,291.00,0.00,4.9,4.8,4.8,10
1,1.00,450.00,128.00,5,5,5,6
1,1.00,140.00,328.00,5,4.99,4.98,169
1,0.98,161.00,166.00,4.68,4.67,4.87,110
1,1.00,140.00,232.00,4.95,4.97,4.99,239
1,1.00,723.00,268.00,4.96,4.91,4.99,69
1,1.00,251.00,136.00,4.7,4.71,4.85,216
1,1.00,122.00,294.00,4.93,5,5,14
1,0.50,857.00,89.00,3.75,3.38,5,9
2,1.00,129.00,0.00,4.96,4.98,4.98,93
1,0.99,185.00,78.00,4.5,4.5,5,6
1,0.99,135.00,136.00,4.9,4.92,4.9,199
1,0.99,187.00,119.00,4.9,4.9,4.97,144
1,0.95,154.00,34.00,4.8,4.82,4.9,210
2,1.00,61.00,27.00,4.89,5,5,9
1,1.00,101.00,0.00,4.92,4.96,4.95,118
1,0.94,267.00,144.00,4.88,4.88,5,51
1,1.00,350.00,348.00,4.74,4.87,4.7,106
1,0.75,80.00,79.00,4.5,3.5,4,2
1,0.60,450.00,363.00,5,4.88,5,8
2,0.80,299.00,351.00,5,4.97,4.94,71
1,1.00,136.00,100.00,4.82,4.91,4.91,139
1,0.79,140.00,185.00,4.89,4.96,5,45
1,0.98,99.00,0.00,4.96,4.96,5,24
1,0.98,461.00,157.00,4.94,4.95,4.88,120
2,0.88,90.00,342.00,5,5,5,3
2,0.88,110.00,342.00,5,5,5,1
1,0.79,300.00,68.00,4.79,4.92,4.85,52
1,0.75,151.00,265.00,4,5,4,2
1,1.00,189.00,0.00,4.61,4.65,5,23
1,0.94,109.00,276.00,4.33,4,4.33,3
1,0.98,200.00,122.00,4.91,4.96,5,23
1,0.98,266.00,223.00,4.91,4.75,4.93,87
1,0.99,80.00,0.00,4.94,4.98,4.98,47
1,0.99,266.00,282.00,4.56,4.71,4.6,98
1,1.00,134.00,154.00,4.88,4.84,4.93,73
2,1.00,198.00,49.00,5,5,5,6
2,0.96,80.00,146.00,3.86,5,4.43,7
2,0.98,62.00,358.00,4.92,4.92,5,13
1,0.65,155.00,79.00,5,5,4.95,19
2,0.65,289.00,264.00,4.88,4.63,5,16
1,0.98,142.00,1.00,4.9,4.94,4.99,108
1,1.00,400.00,233.00,5,5,5,13
1,1.00,153.00,0.00,4.48,4.39,4.94,32
2,0.84,80.00,157.00,4.89,4.98,4.93,54
1,0.92,83.00,216.00,4.33,4.5,4.67,6
1,0.94,100.00,325.00,4.92,4.97,4.96,76
1,0.96,103.00,1.00,4.89,4.93,4.98,170
1,0.91,109.00,1.00,4.88,5,5,8
1,0.91,500.00,341.00,4.58,4.39,4.52,31
1,1.00,214.00,260.00,4.98,4.97,4.98,126
1,0.82,125.00,364.00,4.87,5,5,15
1,0.00,100.00,20.00,4.98,5,5,58
1,1.00,85.00,49.00,4.76,4.88,4.94,17
1,0.95,155.00,79.00,5,5,5,2
1,0.95,155.00,79.00,4.93,4.94,4.99,0
1,0.95,145.00,143.00,4.93,4.94,4.99,163
1,0.99,300.00,32.00,4.6,4.8,4.8,5
1,0.99,172.00,362.00,4.79,4.84,4.85,117
1,0.96,72.00,0.00,4.92,5,5,13
1,0.96,84.00,0.00,5,5,5,15
2,0.96,70.00,322.00,4.75,4.88,4.88,81
1,0.99,157.00,172.00,4.73,4.78,4.81,81
1,0.99,157.00,172.00,4.71,4.63,4.9,87
1,0.96,180.00,143.00,4.94,4.83,4.92,36
1,0.86,160.00,0.00,4.93,4.73,4.93,15
1,1.00,100.00,47.00,4.85,4.97,5,39
1,0.98,193.00,96.00,4.97,4.93,4.96,164
1,0.98,105.00,6.00,4.87,4.9,4.97,149
2,1.00,80.00,207.00,4.57,4.52,4.81,21
1,1.00,170.00,166.00,4.81,4.83,4.91,231
1,1.00,169.00,84.00,4.94,4.97,4.96,159
1,0.99,100.00,0.00,4.63,4.55,4.93,56
1,0.99,114.00,32.00,4.89,4.98,4.95,248
1,0.96,220.00,179.00,4.86,4.92,4.94,36
1,0.89,152.00,88.00,4.93,4.87,4.98,181
1,0.80,99.00,10.00,5,5,4.75,4
1,1.00,300.00,0.00,5,4.95,4.95,22
1,1.00,299.00,50.00,5,4.91,5,11
1,1.00,225.00,347.00,4.95,4.97,4.95,87
1,0.00,120.00,220.00,4.88,4.88,4.94,0
1,0.99,122.00,79.00,4.88,4.88,4.94,111
1,0.98,197.00,152.00,4.97,4.98,4.96,251
1,0.96,100.00,311.00,4.92,5,5,13
1,0.80,196.00,52.00,4.96,5,5,27
2,0.99,300.00,184.00,4.99,4.99,4.99,133
2,0.58,40.00,342.00,5,4.83,5,6
1,1.00,221.00,265.00,4.8,4.86,4.8,95
1,1.00,475.00,0.00,4.92,4.54,5,13
1,0.93,184.00,238.00,4.74,4.87,4.98,127
1,0.99,240.00,307.00,4.98,4.93,4.97,130
1,0.88,152.00,300.00,5,5,4.97,29
2,1.00,105.00,96.00,5,4.96,4.98,51
1,0.97,104.00,34.00,4.66,4.88,4.84,67
1,1.00,171.00,106.00,4.94,4.93,4.98,111
1,0.58,86.00,1.00,4.92,5,4.92,25
1,0.58,105.00,122.00,4.89,4.78,4.89,9
1,1.00,263.00,0.00,4.63,4.63,4.5,8
2,0.77,73.00,178.00,4.94,4.91,4.97,32
1,0.98,81.00,1.00,4.8,4.97,4.97,30
1,1.00,163.00,130.00,4.96,4.96,4.99,128
2,1.00,99.00,0.00,4,4,4,3
1,1.00,183.00,239.00,5,5,5,23
1,0.99,162.00,171.00,4.78,4.85,4.89,196
2,1.00,100.00,0.00,5,4.95,5,22
1,0.83,118.00,100.00,4.86,4.86,5,7
2,1.00,150.00,0.00,4.33,4.56,4.89,9
1,1.00,256.00,6.00,4.88,4.73,5,26
1,0.99,118.00,158.00,4.68,4.7,4.81,77
1,1.00,120.00,280.00,4.99,5,5,67
1,0.98,240.00,3.00,4.8,4.93,5,30
1,0.98,250.00,168.00,4.83,4.9,4.9,30
1,1.00,554.00,363.00,4.75,4.83,5,12
1,0.96,95.00,342.00,5,5,4.95,55
1,1.00,170.00,0.00,4.81,4.69,4.93,42
2,0.97,84.00,167.00,4.82,5,4.94,17
1,0.87,139.00,347.00,4.5,5,4,2
2,0.97,94.00,80.00,4.8,4.75,4.85,20
1,0.91,125.00,81.00,4.92,4.98,4.94,106
1,1.00,80.00,150.00,5,5,5,9
1,0.99,199.00,13.00,4.97,5,4.97,67
1,0.91,73.00,0.00,4.94,4.85,4.97,33
1,1.00,200.00,285.00,5,5,5,13
1,0.96,349.00,245.00,4.84,4.95,5,73
1,0.87,135.00,202.00,4.8,5,4.6,5
1,0.99,187.00,97.00,4.79,4.86,4.92,126
1,1.00,600.00,0.00,5,4.8,5,6
1,0.99,275.00,341.00,4.76,4.87,4.94,54
1,1.00,999.00,267.00,5,5,5,4
1,1.00,113.00,187.00,4.97,4.99,4.97,73
1,1.00,293.00,14.00,4.94,4.96,4.95,186
1,1.00,497.00,2.00,4.6,5,4.2,5
2,0.91,224.00,230.00,5,5,5,2
1,1.00,148.00,0.00,4.98,4.98,5,54
1,1.00,165.00,326.00,4.92,4.93,4.99,139
2,0.99,300.00,187.00,4.99,5,4.99,118
1,0.65,150.00,144.00,5,5,5,3
1,0.33,80.00,17.00,4.91,5,5,11
2,0.91,151.00,230.00,4.87,5,5,15
2,0.91,151.00,230.00,5,5,5,4
1,0.99,152.00,128.00,4.9,4.93,4.93,120
1,0.92,118.00,168.00,4.84,4.84,4.98,58
1,0.91,315.00,152.00,4.8,4.8,4.7,10
1,0.98,92.00,58.00,4.41,4.41,4.82,22
1,0.99,126.00,129.00,4.96,4.95,5,277
1,1.00,480.00,290.00,5,5,5,2
1,0.50,225.00,115.00,4.64,4.09,5,11
1,0.99,187.00,163.00,4.97,5,4.97,130
2,1.00,110.00,9.00,4.84,4.96,4.96,45
1,1.00,470.00,0.00,4.88,4.79,5,43
1,1.00,205.00,21.00,4.81,4.86,4.86,21
1,0.87,165.00,1.00,4.96,4.96,4.96,55
1,0.99,95.00,87.00,4.98,4.99,4.99,92
1,1.00,279.00,365.00,4.97,4.97,5,61
1,1.00,100.00,250.00,4.76,4.72,4.99,71
1,0.67,151.00,31.00,4.89,4.78,4.89,9
1,1.00,270.00,341.00,4.91,4.91,4.99,78
1,0.95,108.00,164.00,4.64,4.54,4.82,56
1,1.00,107.00,2.00,4.83,4.63,5,31
1,1.00,156.00,234.00,4.79,4.76,4.86,66
1,0.94,120.00,235.00,4.48,4.78,4.78,23
1,0.95,172.00,161.00,4.85,4.92,4.93,235
1,1.00,165.00,243.00,5,4.98,4.98,42
1,0.95,186.00,63.00,4.84,4.83,4.95,214
1,0.95,205.00,157.00,4.86,4.83,4.91,129
2,0.90,125.00,50.00,5,4.5,5,4
1,0.90,110.00,6.00,4.96,5,4.92,24
1,0.89,807.00,240.00,4.43,4.29,4.64,14
1,0.99,287.00,345.00,4.91,4.91,4.95,44
1,1.00,205.00,339.00,4.8,4.84,4.76,25
1,0.98,164.00,32.00,4.78,4.78,4.95,192
1,0.99,445.00,333.00,4.88,4.91,4.76,34
1,0.98,156.00,160.00,4.8,4.87,4.9,111
1,0.71,150.00,0.00,5,5,5,5
1,0.71,70.00,55.00,4.75,4.5,5,4
1,0.99,140.00,193.00,4.93,4.94,4.99,154
1,1.00,205.00,25.00,4.87,5,4.93,15
1,1.00,235.00,78.00,5,5,5,4
1,1.00,136.00,80.00,4.88,4.91,4.93,307
1,1.00,160.00,0.00,4.96,4.96,4.95,97
1,1.00,185.00,264.00,4.86,5,5,7
1,0.56,126.00,15.00,4.8,4.6,5,5
2,1.00,160.00,149.00,5,5,5,43
1,1.00,126.00,289.00,4.67,4.83,4.78,0
1,0.99,196.00,343.00,4.67,4.83,4.78,18
1,1.00,190.00,162.00,5,5,5,11
2,1.00,65.00,0.00,4.85,4.93,4.93,74
1,1.00,85.00,0.00,4.7,5,5,10
1,0.99,231.00,347.00,4.82,4.75,4.86,28
1,0.87,309.00,133.00,5,4.88,5,8
1,0.99,152.00,325.00,4.79,4.65,4.94,124
1,0.93,450.00,171.00,4.99,4.94,4.99,70
1,0.97,110.00,101.00,4.96,5,4.97,67
1,1.00,271.00,365.00,4.92,4.96,5,26
1,0.92,180.00,0.00,4.88,5,4.94,16
1,1.00,116.00,22.00,5,4.67,5,3
1,0.98,289.00,271.00,4.94,4.87,4.98,47
1,1.00,245.00,251.00,4.99,4.99,4.99,141
1,0.75,70.00,0.00,4.93,4.86,5,29
1,0.96,92.00,163.00,4.78,4.85,4.85,28
1,0.91,126.00,249.00,4.97,5,5,33
1,0.81,89.00,0.00,5,5,5,7
2,0.81,75.00,0.00,4.92,4.79,4.88,24
2,0.81,75.00,34.00,4.97,4.9,5,31
1,0.98,120.00,0.00,5,5,5,3
1,0.98,298.00,58.00,4.89,4.91,4.84,56
1,0.94,157.00,143.00,4,4,4,1
1,0.98,150.00,50.00,4.93,4.93,5,44
2,0.98,219.00,171.00,5,5,5,3
1,0.99,132.00,341.00,4.83,4.87,4.91,151
1,0.94,443.00,123.00,4.83,4.91,4.97,35
1,0.86,90.00,206.00,5,5,5,1
1,1.00,120.00,0.00,5,5,5,33
1,1.00,300.00,350.00,4.67,4.56,4.67,9
1,1.00,205.00,331.00,4.64,4.57,4.86,14
1,1.00,125.00,231.00,4.97,4.99,4.99,88
1,1.00,99.00,122.00,4.85,4.95,4.95,20
1,0.99,160.00,176.00,5,5,4,1
1,0.99,112.00,251.00,4.93,4.93,5,56
1,0.99,119.00,100.00,5,5,5,1
1,1.00,300.00,352.00,4.94,4.92,5,36
1,1.00,394.00,330.00,4.83,4.67,4.83,6
1,1.00,394.00,306.00,4.6,4.8,5,5
1,0.98,245.00,154.00,4.94,4.95,4.95,97
2,0.96,60.00,130.00,4.95,4.94,4.89,0
1,1.00,200.00,321.00,4.95,4.94,4.89,64
1,0.96,105.00,0.00,5,5,5,1
1,0.91,155.00,198.00,5,5,5,12
1,0.96,99.00,0.00,5,5,5,0
1,0.86,91.00,135.00,5,5,5,1
1,1.00,1450.00,110.00,4.5,4.5,4.75,4
1,1.00,268.00,305.00,4.55,4.45,4.91,11
1,1.00,289.00,84.00,4.9,4.9,4.95,20
1,1.00,205.00,341.00,4.9,4.86,4.95,21
1,1.00,130.00,0.00,4.9,5,4.9,42
1,0.97,168.00,202.00,5,4.95,5,19
1,1.00,60.00,133.00,4.82,4.84,4.96,146
1,1.00,150.00,214.00,4.85,4.79,4.96,72
2,0.90,58.00,48.00,4.97,5,4.99,96
1,0.87,106.00,220.00,4.95,4.95,4.99,77
1,1.00,189.00,0.00,4.91,4.96,5,23
1,0.98,350.00,104.00,4.9,4.87,4.96,71
1,1.00,170.00,173.00,4.61,4.68,4.8,113
1,0.91,110.00,307.00,4.88,4.95,4.88,77
1,0.97,231.00,135.00,4.82,4.97,4.89,38
1,0.75,265.00,320.00,4.8,4.4,4.8,5
1,0.94,119.00,144.00,4.9,4.97,4.97,30
1,0.97,128.00,171.00,4.94,4.91,4.99,98
1,0.00,100.00,173.00,4.86,4.92,4.86,0
2,0.97,99.00,46.00,4.86,4.92,4.86,36
1,1.00,150.00,341.00,4.98,4.94,5,65
1,1.00,135.00,92.00,4.92,4.95,4.92,98
1,0.99,215.00,222.00,4.77,4.77,4.87,31
2,0.97,90.00,176.00,4.68,4.63,4.95,21
1,1.00,247.00,336.00,4.94,4.99,4.98,96
1,1.00,214.00,352.00,4.88,4.93,4.78,41
1,0.98,236.00,356.00,4.66,4.62,4.83,113
1,0.96,311.00,358.00,4.82,4.83,4.9,78
1,0.98,175.00,53.00,3,3,3,3
2,0.86,55.00,54.00,5,5,5,1
1,1.00,103.00,167.00,4.94,4.97,4.94,35
1,1.00,109.00,325.00,4.91,4.84,4.98,43
1,1.00,205.00,0.00,4.5,4.33,4.83,6
1,0.95,338.00,0.00,5,5,5,1
1,0.95,174.00,358.00,4.86,4.95,4.95,37
4,0.99,54.00,189.00,3.89,3.85,4.48,27
4,0.99,54.00,184.00,4.41,4.04,4.63,27
1,0.98,222.00,149.00,4.89,4.86,4.9,79
1,0.98,400.00,319.00,4.88,4.58,5,33
1,1.00,180.00,171.00,4.44,4.56,4.78,9
1,0.99,606.00,77.00,4.81,4.79,4.85,110
1,0.91,250.00,249.00,4.92,5,4.94,51
1,0.98,190.00,329.00,4.15,4.77,4.31,13
1,0.99,350.00,155.00,4.97,4.97,4.99,118
1,0.22,67.00,82.00,4.89,4.81,4.97,0
1,0.98,202.00,293.00,4.89,4.81,4.97,37
1,1.00,99.00,114.00,5,5,5,7
1,1.00,125.00,184.00,5,5,5,11
1,0.99,199.00,203.00,4.71,4.48,4.67,21
1,1.00,232.00,255.00,4.84,4.84,4.95,63
1,0.96,173.00,240.00,4.85,4.74,4.93,73
1,0.98,195.00,349.00,4.83,5,4.83,6
1,1.00,749.00,358.00,5,5,5,7
1,1.00,144.00,75.00,5,4.95,5,41
1,1.00,700.00,16.00,4.94,5,5,17
1,0.99,150.00,161.00,4.85,4.82,4.91,137
1,1.00,342.00,254.00,4.42,4.53,4.55,134
1,1.00,219.00,288.00,4.8,4.8,4.89,46
1,0.99,443.00,111.00,4.71,4.69,4.86,80
1,1.00,186.00,81.00,4.84,4.81,4.86,129
1,0.88,125.00,341.00,4.58,4.79,4.84,19
1,1.00,130.00,124.00,4.75,4.63,4.94,16
1,0.89,171.00,0.00,4.7,4.57,4.86,0
1,1.00,125.00,20.00,4.7,4.57,4.86,115
1,0.85,263.00,67.00,4.91,4.27,4.73,11
1,0.85,249.00,1.00,5,5,5,3
1,1.00,181.00,135.00,4.77,4.64,4.7,132
1,1.00,225.00,0.00,5,4.85,4.92,15
1,1.00,153.00,130.00,4.98,4.99,4.98,92
1,0.95,606.00,223.00,4.74,4.69,4.85,62
1,0.60,90.00,0.00,5,4.67,5,3
1,1.00,85.00,97.00,4.93,5,5,14
1,1.00,109.00,0.00,4.97,4.98,4.97,328
1,0.97,115.00,162.00,4.94,4.98,4.98,50
1,0.98,169.00,167.00,4.65,4.65,4.87,77
2,0.99,424.00,177.00,4.78,4.91,4.7,23
1,1.00,250.00,21.00,4.88,4.82,5,19
1,0.98,108.00,354.00,4.67,4.71,4.71,24
1,0.94,120.00,5.00,4.88,4.85,4.92,0
1,0.99,190.00,225.00,4.88,4.85,4.92,26
1,0.92,450.00,196.00,4.9,4.95,4.9,20
2,1.00,125.00,326.00,4.14,3.86,4.07,14
1,0.73,325.00,0.00,4.93,5,4.97,30
1,0.99,231.00,347.00,4.87,4.87,4.87,23
1,1.00,124.00,49.00,4.76,4.76,4.86,79
1,1.00,149.00,293.00,5,4.67,5,3
1,1.00,249.00,0.00,4.7,4.7,4.5,10
1,1.00,499.00,58.00,4.5,4.8,4.4,0
1,1.00,225.00,295.00,4.5,4.8,4.4,10
1,1.00,179.00,167.00,4.95,4.97,4.97,110
1,0.98,239.00,166.00,4.79,4.71,4.75,76
1,0.25,652.00,264.00,5,5,5,1
1,0.98,195.00,162.00,4.56,4.77,4.78,64
1,0.57,125.00,1.00,4.95,4.93,4.98,44
1,1.00,256.00,171.00,4.88,4.86,4.98,51
1,1.00,260.00,73.00,4.79,4.88,4.92,102
1,0.98,225.00,265.00,4.71,4.61,4.86,0
1,1.00,439.00,298.00,4.71,4.61,4.86,59
1,0.94,325.00,358.00,4.68,4.75,4.75,81
1,0.98,213.00,155.00,4.8,4.84,4.88,74
1,1.00,325.00,103.00,4.67,4,4.33,3
1,0.71,158.00,268.00,5,4.95,5,22
1,1.00,149.00,62.00,5,5,5,1
2,0.71,65.00,234.00,4.86,4.86,4.9,21
1,0.99,289.00,79.00,4.86,4.8,4.87,99
1,0.99,446.00,294.00,4.98,4.95,4.98,168
1,0.99,162.00,239.00,4.97,4.98,5,60
1,0.25,200.00,81.00,4.91,4.98,4.97,0
1,1.00,225.00,242.00,4.91,4.98,4.97,65
2,0.00,200.00,119.00,4.88,4.83,4.89,0
1,1.00,162.00,314.00,4.88,4.83,4.89,199
1,0.99,160.00,354.00,4.87,4.87,4.92,132
1,1.00,203.00,112.00,4.88,4.87,4.93,154
1,0.99,338.00,1.00,4,5,4.5,2
1,0.99,168.00,356.00,4.98,5,4.98,50
1,0.95,135.00,70.00,4.75,4.56,4.88,16
2,0.71,55.00,326.00,4.81,4.77,4.84,31
2,0.71,70.00,141.00,4.91,5,5,11
2,0.60,75.00,361.00,5,5,5,0
2,0.60,50.00,330.00,5,5,5,0
2,0.60,75.00,330.00,5,5,5,0
2,0.60,50.00,356.00,5,5,5,0
1,1.00,395.00,41.00,5,5,5,2
1,0.93,100.00,0.00,4.88,4.94,4.97,33
1,0.93,175.00,0.00,4.98,4.84,5,90
1,0.09,190.00,365.00,4.9,5,4.9,0
1,1.00,349.00,185.00,4.9,5,4.9,10
1,1.00,350.00,0.00,4.88,4.88,4.63,0
1,1.00,999.00,204.00,4.88,4.88,4.63,0
1,1.00,375.00,194.00,4.88,4.88,4.63,8
1,1.00,273.00,319.00,4.76,4.82,4.82,17
1,1.00,163.00,219.00,4.67,4.67,5,3
1,1.00,129.00,227.00,4.83,4.83,4.5,6
1,1.00,110.00,0.00,4.45,4.55,4.73,0
1,0.09,216.00,365.00,4.45,4.55,4.73,11
1,0.99,178.00,212.00,5,5,4.6,5
2,1.00,44.00,365.00,4.78,4.84,4.95,37
1,1.00,349.00,266.00,4.8,4.8,4.8,5
1,1.00,452.00,248.00,4.93,4.66,5,41
1,0.09,379.00,297.00,5,4.5,5,2
1,0.99,125.00,218.00,4.88,4.92,4.98,144
1,0.92,200.00,31.00,5,5,5,0
1,0.92,195.00,343.00,5,5,5,48
1,0.95,155.00,161.00,4.5,5,4.5,2
1,1.00,338.00,0.00,4.6,5,4.8,5
1,1.00,72.00,172.00,4.6,4.8,5,5
1,1.00,152.00,355.00,4.87,5,4.87,38
1,0.89,2357.00,288.00,4.93,5,4.8,15
1,0.87,251.00,89.00,5,5,5,1
1,0.87,415.00,194.00,4.95,5,4.95,20
1,0.87,484.00,166.00,4.78,5,4.89,9
1,0.87,493.00,232.00,5,4.96,4.83,24
1,0.87,158.00,215.00,4.83,4.75,4.96,0
1,1.00,91.00,148.00,4.83,4.75,4.96,24
1,1.00,293.00,46.00,4.99,4.98,4.99,96
1,0.90,250.00,165.00,4.93,4.93,4.93,28
1,0.64,196.00,353.00,5,5,4.67,6
1,0.98,159.00,0.00,4.91,4.93,4.98,56
1,1.00,83.00,20.00,4.74,4.73,4.92,74
1,1.00,199.00,51.00,5,5,4.89,9
1,1.00,128.00,347.00,4.92,4.96,4.99,251
1,0.99,361.00,168.00,4.75,4.74,4.81,81
1,0.87,150.00,230.00,5,5,5,1
1,1.00,70.00,168.00,4.31,4.26,4.91,35
1,0.97,134.00,154.00,4.95,4.99,4.98,92
1,1.00,189.00,298.00,4.87,4.78,4.91,23
1,1.00,891.00,107.00,4.89,4.95,4.95,38
1,0.99,120.00,137.00,4.87,4.94,4.97,185
1,1.00,134.00,0.00,4.57,4.46,5,28
1,0.71,375.00,89.00,4.92,5,5,12
1,0.00,145.00,0.00,4.75,4.75,5,0
1,0.09,379.00,365.00,4.75,4.75,5,4
1,0.97,173.00,355.00,4.91,4.99,4.94,81
1,0.94,284.00,224.00,4.56,4.89,4.22,9
1,0.92,185.00,130.00,4.8,4.73,4.87,0
1,0.98,161.00,312.00,4.8,4.73,4.87,15
2,1.00,154.00,109.00,4.96,4.96,4.97,73
1,0.75,316.00,358.00,4.89,4.78,5,0
1,1.00,119.00,0.00,4.89,4.78,5,9
1,0.87,253.00,154.00,4.85,5,4.95,20
1,1.00,175.00,336.00,4.9,4.95,5,21
1,1.00,155.00,127.00,4.72,4.72,4.79,43
1,1.00,126.00,240.00,4.82,4.87,5,38
1,0.95,108.00,261.00,4.98,5,5,52
1,0.96,204.00,158.00,4.72,4.58,4.94,65
1,1.00,487.00,1.00,5,5,5,0
1,1.00,487.00,1.00,5,5,5,0
1,1.00,487.00,0.00,5,5,5,0
1,1.00,487.00,0.00,5,5,5,0
1,1.00,487.00,2.00,5,5,5,1
1,1.00,487.00,2.00,4.83,4.82,4.89,0
1,1.00,338.00,2.00,4.83,4.82,4.89,0
1,1.00,338.00,0.00,4.83,4.82,4.89,0
1,1.00,487.00,0.00,4.83,4.82,4.89,0
1,1.00,487.00,0.00,4.83,4.82,4.89,0
1,1.00,487.00,0.00,4.83,4.82,4.89,0
1,1.00,487.00,0.00,4.83,4.82,4.89,0
1,1.00,171.00,26.00,4.83,4.82,4.89,253
1,0.75,122.00,229.00,4.5,4.5,4.33,6
2,0.97,166.00,288.00,4.81,4.9,4.81,43
2,0.97,270.00,311.00,4.25,4,4.5,8
2,0.97,270.00,301.00,5,5,5,1
2,0.97,237.00,327.00,4.64,4.79,4.86,14
2,0.97,270.00,326.00,4.4,4.8,4.8,5
2,0.97,251.00,320.00,4.84,4.98,4.84,44
2,0.97,194.00,326.00,4.34,4.69,4.55,29
1,0.98,392.00,144.00,4.86,4.92,4.88,66
1,1.00,90.00,165.00,4.37,4.25,4.83,75
1,1.00,135.00,196.00,5,5,5,4
2,0.98,130.00,339.00,4.93,5,4.93,15
1,1.00,278.00,317.00,4.86,4.93,4.88,209
2,0.97,185.00,293.00,4.78,4.94,4.66,32
2,0.98,130.00,343.00,4.83,4.92,4.92,24
1,1.00,205.00,351.00,4.85,4.86,4.86,73
1,1.00,235.00,0.00,4.86,4.92,4.92,0
1,0.99,265.00,309.00,4.86,4.92,4.92,79
1,0.96,144.00,159.00,4.74,4.84,4.95,122
1,0.89,175.00,203.00,4.95,4.94,4.96,127
1,0.89,138.00,361.00,5,5,5,0
1,1.00,2885.00,28.00,5,5,5,0
1,1.00,150.00,168.00,5,5,5,12
1,1.00,94.00,77.00,4.68,4.75,4.84,57
1,1.00,174.00,0.00,4.96,4.96,4.96,96
1,1.00,339.00,217.00,4.75,5,4.75,4
1,0.59,250.00,173.00,4.82,4.86,4.91,22
1,0.91,325.00,319.00,4.94,4.88,4.95,113
1,0.91,193.00,165.00,4.94,4.92,4.97,99
1,1.00,337.00,364.00,4.92,4.92,4.97,0
1,1.00,77.00,333.00,4.92,4.92,4.97,61
1,0.64,79.00,80.00,5,4.92,5,12
1,0.91,241.00,148.00,4.95,4.95,5,66
1,1.00,280.00,160.00,4.93,4.95,4.95,81
1,0.99,322.00,182.00,4.56,4.5,4.81,16
1,0.92,373.00,364.00,5,5,5,4
1,0.92,209.00,0.00,4.98,4.93,4.95,40
1,1.00,225.00,124.00,4.9,4.95,4.93,41
1,0.75,267.00,177.00,4.82,4.76,5,0
1,0.89,186.00,165.00,4.82,4.76,5,17
1,0.97,97.00,343.00,4.88,4.81,5,32
1,0.98,183.00,153.00,4.68,4.8,4.8,71
2,0.98,69.00,0.00,5,5,5,1
1,0.98,120.00,220.00,3.57,3.71,3.43,7
1,0.98,350.00,254.00,4,5,4,1
1,0.99,234.00,154.00,4.98,4.94,5,315
1,1.00,200.00,83.00,5,5,4.98,82
1,1.00,250.00,312.00,4.61,4.56,4.89,72
1,1.00,127.00,150.00,4.95,4.93,4.98,169
1,0.89,260.00,349.00,4.79,4.9,4.85,48
1,1.00,256.00,240.00,4.95,4.95,4.99,174
1,0.93,929.00,189.00,5,5,5,3
1,1.00,145.00,338.00,4.96,5,5,25
1,0.96,139.00,31.00,4.91,4.97,4.97,33
1,0.99,225.00,333.00,5,5,5,59
1,1.00,132.00,261.00,4.97,4.92,4.95,93
1,1.00,389.00,179.00,4.78,4.7,4.83,23
1,1.00,91.00,119.00,4.97,4.98,4.99,88
1,0.93,400.00,100.00,5,4.88,5,16
1,1.00,203.00,190.00,4.76,4.79,4.85,33
2,0.85,89.00,242.00,4.76,4.55,4.91,153
1,0.75,162.00,284.00,5,4,5,2
1,0.98,144.00,154.00,4.95,4.96,5,132
1,0.95,180.00,138.00,4.93,4.86,4.91,381
